Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
02241ae6b1c68ad33b925f7499aaecc5b5ef4a70540616310427cde269b1f406,2019-12,Gwent Police,Gwent Police,-2.714892,51.583844,On or near CAMP ROAD,W01001578,Monmouthshire 009C,Offender given penalty notice
542fb260d16d61113fd3ee6706f3d8a0234a1baa843aad907fc34ab367dadd61,2019-12,Gwent Police,Gwent Police,-2.989145,51.577069,On or near ALBION CLOSE,W01001659,Newport 018A,Unable to prosecute suspect
9bfd7a39dc901d16edc43ba4b6d8f5d1ff70ad7b0d0a64a6acb93feeddf15139,2019-12,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
f4c7a4a26e5ade250ebb0b4c48316f2012537962b6772d3ea33664bd0936daf6,2019-12,Gwent Police,Gwent Police,,,No location,,,Suspect charged
6401fd52bc34ccc0dafdbfff88ccf4e27f4146e5ec36ef1dbb92aca8355f749e,2019-12,Gwent Police,Gwent Police,-3.024709,51.821953,On or near LAUNDRY PLACE,W01001557,Monmouthshire 001C,Offender given a drugs possession warning
ef738e97dadc1015fd0cbd4833ee2ea960b4aaaa7d031007663e17886c88d7d5,2019-12,Gwent Police,Gwent Police,-3.171046,51.802819,On or near INTERMEDIATE ROAD,W01001446,Blaenau Gwent 002A,Investigation complete; no suspect identified
ed3641a628e7be27facf5ad200f6ce3500cc5344adfc0235652f3f6335a7f6bc,2019-12,Gwent Police,Gwent Police,-3.021502,51.653697,On or near Shopping Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
5ffe0af5ac0408de2b9ae07ef38fac19d9802486dc1f9eb42be723e2fd782bc3,2019-12,Gwent Police,Gwent Police,-3.028654,51.690563,On or near STAFFORD ROAD,W01001514,Torfaen 006A,Investigation complete; no suspect identified
486a704fd5ffe86eb24c140b1903ce7b40bc1db8b77874b66a3b52c94a5f2cf3,2019-12,Gwent Police,Gwent Police,-2.946312,51.577638,On or near Petrol Station,W01001646,Newport 015E,Investigation complete; no suspect identified
dae0ec571ec21b93d9b9afb12331bf169be5802647b8bdba052582a7632aa733,2019-12,Gwent Police,Gwent Police,-3.230014,51.687574,On or near Bus/Coach Station,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
a61fa7c526c7e52c200f6b714a46516f11ad6a8099127e8aa4fb373e87bb53ce,2019-12,Gwent Police,Gwent Police,-2.774595,51.589444,On or near Shopping Area,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
fd4c38f5392fe8ef58ca3f0a0f5bf79d415e780a2bc5010e24db62ffb6cf7cec,2019-12,Gwent Police,Gwent Police,-3.208261,51.579549,On or near SNOWDEN COURT,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
62003d0d27689e73eaf9cf8535d20041835e02f8057a56dbdeb3691dbeb9b0ef,2019-12,Gwent Police,Gwent Police,-3.206974,51.789913,On or near CLOS BRONWYDD,W01001439,Blaenau Gwent 004B,Investigation complete; no suspect identified
2faf98e717c36f562983eb8850b4a3230c0ce2529afe780a3ef327558ccf3930,2019-12,Gwent Police,Gwent Police,-2.968474,51.589002,On or near TENNYSON ROAD,W01001613,Newport 011C,Investigation complete; no suspect identified
dab7e91f698ef829a41a128ec20f4fead442924a8433b333b10725ba52cb14d9,2019-12,Gwent Police,Gwent Police,-3.019508,51.690436,On or near PANTEG WAY,W01001515,Torfaen 006B,Investigation complete; no suspect identified
2e5b47d55cdabf34dc0d444221e94d2c95b83140ea6125b77590d25dec17b287,2019-12,Gwent Police,Gwent Police,-3.177501,51.675875,On or near LLWYN ON LANE,W01001392,Caerphilly 009D,Investigation complete; no suspect identified
f93754e6429b3143ca4478a7b390e7705f8ea67bfb15684eca3b5376de419411,2019-12,Gwent Police,Gwent Police,-3.228960,51.689231,On or near HANBURY ROAD,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
472313bbd2b238c70388224c81ce47c77e2565be82a2ffbb9fad23b5f09f6f1f,2019-12,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
417fafa4ea0ca16c86c1738d99935da4ada0730651bd540520f565ca69edb99f,2019-12,Gwent Police,Gwent Police,-3.166065,51.771084,On or near A467,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
e0add9ecbc032aba774cbf9932436d38f3ba2b7c91b9b4d663c881ea56698d81,2019-12,Gwent Police,Gwent Police,-3.208149,51.805654,On or near LLANGYNIDR ROAD,W01001441,Blaenau Gwent 001B,Investigation complete; no suspect identified
0a68e76cb03bd3a19995e95a3f22cd5f0b8ba50d71208f215fb7035d7c7e11e6,2019-12,Gwent Police,Gwent Police,-2.964866,51.587683,On or near WARWICK LANE,W01001611,Newport 011A,Investigation complete; no suspect identified
24150f99cc3c5f40a3ee21030101e82780891ab466de9a09320ff9758cdeba67,2019-12,Gwent Police,Gwent Police,-2.984294,51.588295,On or near RUGBY ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
bdaffebe20004dd71da305ce48e554244444c1fae3e51dd49596515e0a39f995,2019-12,Gwent Police,Gwent Police,-2.687119,51.645754,On or near WINTOUR CLOSE,W01001585,Monmouthshire 007C,Investigation complete; no suspect identified
51d6eb6ba250130fedc9d58b5dc11a642053a16e532dd7b7bb957a64290b0456,2019-12,Gwent Police,Gwent Police,-3.178479,51.678419,On or near PEN-RHIW AVENUE,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
4ca882146c76caf78de036e9d36d845c9faff5c6f090d7e1468dadf17bf4adc4,2019-12,Gwent Police,Gwent Police,-3.138704,51.595917,On or near COMMERCIAL ROAD,W01001342,Caerphilly 021A,Investigation complete; no suspect identified
a735eb99dadbedb8cf151f7e9863b2129eb6d05f0ba8699f629ae8123a97e972,2019-12,Gwent Police,Gwent Police,-2.998055,51.589177,On or near CAMBRIAN ROAD,W01001685,Newport 014B,Investigation complete; no suspect identified
0a1d509d9be2fd2930984398ba92592470c2999fdb04437b4c1a9883877ab2a9,2019-12,Gwent Police,Gwent Police,-2.999570,51.588517,On or near Pedestrian Subway,W01001685,Newport 014B,Investigation complete; no suspect identified
88a73fb88e8d132e6c434330c280287bae8e8bb060293df300f6228be5a07296,2019-12,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
710be75e4f3e3fd06759d860fbe942c052ce0f3f64c7e8e932c735687109033c,2019-12,Gwent Police,Gwent Police,-3.028512,51.608966,On or near LAMBOURNE CRESCENT,W01001617,Newport 003A,Investigation complete; no suspect identified
7f6bdddc1ed78c35a792513d7b73da1fe983ec8dad602729f4215d87c1fbb1d2,2019-12,Gwent Police,Gwent Police,-3.194991,51.665043,On or near Shopping Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
4efe5b4133b2085129699424ba0b5df368862b7815d41e73c852dc9f75f63c58,2019-12,Gwent Police,Gwent Police,-2.983208,51.586821,On or near Bus/Coach Station,W01001693,Newport 013E,Investigation complete; no suspect identified
0d95ade9f26b98e6c47dec881aac1bc9e23c491c37e17a6ad724e7c97b4ad618,2019-12,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
f498d39c0e43eb19485450e947c5346bf49cb2c39b3239ec1c5f16aa2cdd5809,2019-12,Gwent Police,Gwent Police,-3.129672,51.617090,On or near TREDEGAR STREET,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
ca3de1696677643fa9903ce9a28580b41f0d33aa886a7ab6bab0d0296e54b4a6,2019-12,Gwent Police,Gwent Police,-3.092739,51.608043,On or near WOOD VIEW CRESCENT,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
fa8a50703217e27072beaaa5cdb78a8a81d3abddf1247b57c125c54fd0e74ccc,2019-12,Gwent Police,Gwent Police,-3.023782,51.654837,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
99e4d1ae84f1424d215e1ac38973510331bc16e0bdfdfe91f87c2114d61b2fae,2019-12,Gwent Police,Gwent Police,-2.951126,51.607092,On or near LULWORTH ROAD,W01001623,Newport 001A,Investigation complete; no suspect identified
81191472991cbdb316eee91fffde32bbae2014f8b4042d5885b72c001322f3a5,2019-12,Gwent Police,Gwent Police,-2.952819,51.611403,On or near ARTHUR STREET,W01001625,Newport 001C,Investigation complete; no suspect identified
af92b81358bfd76038b9d171476dca505a44a9b22afcd2776721f38754fc4a0d,2019-12,Gwent Police,Gwent Police,-2.996604,51.602704,On or near BRYNGLAS AVENUE,W01001683,Newport 006D,Investigation complete; no suspect identified
bbab7b90355e0ce1fcbce15cc3e1ec390231bf7216ec2b273ca10cb19f2973bc,2019-12,Gwent Police,Gwent Police,-3.206082,51.661270,On or near CWRT BRYN Y GRUG,W01001349,Caerphilly 009B,Investigation complete; no suspect identified
79f9800ae50800653ffc582e54ed38eba57b4b5c76cc6c7a32ed255f7cde7edb,2019-12,Gwent Police,Gwent Police,-3.011275,51.568923,On or near MAESGLAS AVENUE,W01001633,Newport 019A,Investigation complete; no suspect identified
27fbb1ee5371a82cdc1fa2bd9fec53e6e6f27ac065a023f1115570f3c6602d4f,2019-12,Gwent Police,Gwent Police,-3.162955,51.679374,On or near VERNON PLACE,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
12d67692be12fd06857e1880912647facf36fa58d93833fbef31cf4b4fde1e13,2019-12,Gwent Police,Gwent Police,-3.038049,51.644039,On or near LANGSTONE COURT,W01001532,Torfaen 010E,Investigation complete; no suspect identified
015f40e1f1b9ca5361d916d161299749dd02b51e830c09c2af13b6c2d7975d30,2019-12,Gwent Police,Gwent Police,-3.186985,51.664126,On or near YEW GROVE,W01001392,Caerphilly 009D,Investigation complete; no suspect identified
30e2dae85fb93ab09a1fedb35b8663b36ccec1bba6bb63fda24b812409d60090,2019-12,Gwent Police,Gwent Police,-2.901908,51.700758,On or near MARYPORT STREET,W01001596,Monmouthshire 006E,Investigation complete; no suspect identified
ee7805099f2451ab34ad8b466192bdae24cb3f74691f3694dddc0bd2c65df735,2019-12,Gwent Police,Gwent Police,-3.241069,51.571213,On or near Supermarket,W01001398,Caerphilly 024A,Investigation complete; no suspect identified
da2b03a35213d21476c39201745118a6ce0fa6d9d3dbad18ceaa622e6005b7e3,2019-12,Gwent Police,Gwent Police,-3.233012,51.567827,On or near Y DOLYDD,W01001426,Caerphilly 024E,Investigation complete; no suspect identified
3d5b9a037a4d2d7873dba6a90fcf937fed2bdc01f1f25ae5db50a29a40e8a614,2019-12,Gwent Police,Gwent Police,-2.931184,51.600022,On or near THE COLDRA,W01001663,Newport 008C,Investigation complete; no suspect identified
d98e21d603c601dcda4e7c9f81ea813018cc3f086493b012ca590b6b26d71e2e,2019-12,Gwent Police,Gwent Police,-2.987284,51.571069,On or near STEPHENSON STREET,W01001660,Newport 018B,Investigation complete; no suspect identified
129727a91208a6d9021b43f5690528a65106d01b493d0c859afbac38bb352532,2019-12,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
ff76e50d477e7448e8ff72d54109fc63ab4707e77d99a9f1ce2c70a32637da6b,2019-12,Gwent Police,Gwent Police,-2.980314,51.737849,On or near FAIRFIELD,W01001556,Monmouthshire 006B,Investigation complete; no suspect identified
4f78274b451a46b41a18a9f9c4bbe5616f47abd342ba7cb737566487a959f3cd,2019-12,Gwent Police,Gwent Police,-3.042708,51.704699,On or near Parking Area,W01001524,Torfaen 004D,Investigation complete; no suspect identified
07aca7c108c5645139951ae6ce25dbbde1ba1ed7600385060eb4a1c0ab88d242,2019-12,Gwent Police,Gwent Police,-2.720009,51.723872,On or near THE ROCKS CLOSE,W01001594,Monmouthshire 007E,Investigation complete; no suspect identified
a6f6dba6967d9e6f90960e7c6d872236d99d376640c2cf0910e9d95d8cf12c9d,2019-12,Gwent Police,Gwent Police,-3.015388,51.584524,On or near PENLLYN LANE,W01001602,Newport 012B,Investigation complete; no suspect identified
dfd24c3e20ca2612c5615cbc9be1f257d42c6e12773ff942883d875c21d5be4a,2019-12,Gwent Police,Gwent Police,-3.078144,51.545452,On or near Petrol Station,W01001657,Newport 020C,Investigation complete; no suspect identified
1dafa161a5e05171cf9bc2ef3ccbe15f076b475bc73e980794f8b63b4059ec0c,2019-12,Gwent Police,Gwent Police,-3.233477,51.687250,On or near UPPER WOOD STREET,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
9efd071c1e17d0dcefb7ec6ddf2811fe75bba498cff8746aede86a12073b7114,2019-12,Gwent Police,Gwent Police,-3.089095,51.606054,On or near ISLWYN COURT,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
d524f6dbb489165b64954b1a6d7660be47c913f5f90568f975110aa9981f1ac8,2019-12,Gwent Police,Gwent Police,-3.067303,51.726561,On or near PICTON ROAD,W01001485,Torfaen 002D,Investigation complete; no suspect identified
6694c7b0526aa3b1dcccaa70f6719ad11d56844e9bd087186a62959f6bef949a,2019-12,Gwent Police,Gwent Police,-3.142259,51.677725,On or near WHITETHORNE STREET,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
9b51e51dccad2e36fe5ea472c2e36d431dd8905a98aeda474e2b270ef3502799,2019-12,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
faa38759a28d1d1778963d5e97359009c2f0c7dff07ff78343512f546a268692,2019-12,Gwent Police,Gwent Police,-2.974840,51.589669,On or near KENSINGTON GROVE,W01001612,Newport 011B,Investigation complete; no suspect identified
d2c26d53881bf40806292fef875253ab9440acf9108e437488a05cf5ba7cd5f2,2019-12,Gwent Police,Gwent Police,-3.037747,51.582053,On or near CHRISTINA CRESCENT,W01001674,Newport 009E,Investigation complete; no suspect identified
2fea727b40dddc32622d8b5883eb82eeb7a261897e0d695ecc8eb9f58ed073f4,2019-12,Gwent Police,Gwent Police,-2.974705,51.590794,On or near KENSINGTON PLACE,W01001612,Newport 011B,Investigation complete; no suspect identified
64dd87831db0720f6a142c66ab83e9f9a24941145d211cd3a64bdf58415a61a1,2019-12,Gwent Police,Gwent Police,-3.050936,51.711900,On or near Sports/Recreation Area,W01001531,Torfaen 003D,Investigation complete; no suspect identified
7c31418f87c872afab4288019bf88384a61d84371ca57ab5b4a04e5a99f3e315,2019-12,Gwent Police,Gwent Police,-3.048592,51.585436,On or near Police Station,W01001671,Newport 016D,Investigation complete; no suspect identified
f9c1d8d4ad633c634ca3f760689527dbe598c11347dcfd149ee46c7a8dee3e7c,2019-12,Gwent Police,Gwent Police,-3.011636,51.532521,On or near BEACH ROAD,W01001912,Newport 020E,Investigation complete; no suspect identified
cb2209d46832a0cd8cb387d9e4763956af9cf6fd977b767ead3d4e2a7d410bc6,2019-12,Gwent Police,Gwent Police,-2.994168,51.600225,On or near ALBANY STREET,W01001683,Newport 006D,Investigation complete; no suspect identified
a4a3c5776978747d61fc13c32c753e35437e7512e93e64b6835b5b1619711853,2019-12,Gwent Police,Gwent Police,-3.203310,51.666883,On or near PARFITT PLACE,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
32bf5414aebe0cf8a9a42e3f2db5af56a32201d3bd8c19855347b400907efba3,2019-12,Gwent Police,Gwent Police,-2.970045,51.582111,On or near JENKINS STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
e97eab62da5af53100d1d90a90ada1cc9e4d763c241a829e9a517ec0c7706d66,2019-12,Gwent Police,Gwent Police,-3.202906,51.483850,On or near LLANDAFF ROAD,W01001860,Cardiff 034C,Investigation complete; no suspect identified
0c64fe67e6e2abdfa416a224e7ce5271f7f8b2310b6a3ba3764b0d0064324e5e,2019-12,Gwent Police,Gwent Police,-2.989761,51.588141,On or near COLNE STREET,W01001693,Newport 013E,Investigation complete; no suspect identified
9919b32b530e3658db8694333fc5f48487bc11854ba9e472d5687bae7c7da11c,2019-12,Gwent Police,Gwent Police,-3.288599,51.768356,On or near PHILLIPS WALK,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
e83525f1a5f4a590f16944f7515b493fc2250ec8aeda00df0462d00277d022cf,2019-12,Gwent Police,Gwent Police,-2.942538,51.593341,On or near BISHPOOL LANE,W01001665,Newport 008D,Investigation complete; no suspect identified
794a04fa4ad371c57e29edbd93f783357ae293f70b991308b6ac0c8609bf3a97,2019-12,Gwent Police,Gwent Police,-3.027007,51.652957,On or near Shopping Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
3c71a051a20051523038ea36410472a3fe5d784c97c5519102237d8fbb0571bb,2019-12,Gwent Police,Gwent Police,-3.021875,51.652956,On or near Pedestrian Subway,W01001506,Torfaen 010A,Investigation complete; no suspect identified
7fd043cf9cbfb2380d0114b6708b1572dc3705491b664ee190ac6d19151ee4f4,2019-12,Gwent Police,Gwent Police,-3.266536,51.595587,On or near THOMAS STREET,W01001330,Caerphilly 018A,Investigation complete; no suspect identified
adbc352812a06460bcedf9be59409cc8259cf269c466f70db167db6b783a44a5,2019-12,Gwent Police,Gwent Police,-3.023782,51.654837,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
4bdcd95fefe25e93ff5df69475c42feb8349d45f680ac3682e12d7f9ab2635de,2019-12,Gwent Police,Gwent Police,-2.989171,51.574911,On or near JAMES STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
b4c2610133940f6fb51be1bc6824390affdc6544ca3b56bddc6f82ae968ceceb,2019-12,Gwent Police,Gwent Police,-3.051121,51.709300,On or near MERCHANT'S HILL CLOSE,W01001523,Torfaen 004C,Investigation complete; no suspect identified
9aca391adeffb12972d556c655d9615e1dbff7a9aef8fa7103605198428d3617,2019-12,Gwent Police,Gwent Police,-3.286911,51.760984,On or near CROSS STREET,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
624d0b7cadba3326a9f00721394bbd22ae3605adbdaaa93cd94b552babaf49f1,2019-12,Gwent Police,Gwent Police,-2.706259,51.810405,On or near A4136,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
bd4aabdbc315ee708496d4bdc95c3a4b5286071e2120f95335cdcfa4c4e3ef91,2019-12,Gwent Police,Gwent Police,-2.984479,51.595550,On or near USK STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
fbd235c581884cc7b4e6b627f7b016a1139dd1f49c90c1dfebb49cc53ae0646f,2019-12,Gwent Police,Gwent Police,-2.741555,51.608989,On or near OLD SHIRENEWTON ROAD,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
b83abfc671efa34bab64612dfeba9c8c585c6ccb93738b7b2867adb4767f845c,2019-12,Gwent Police,Gwent Police,-3.218100,51.571849,On or near STATION TERRACE,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
f19e76a58e4e479cd90a5805b759b2f9e59aac93b7699cda18978a3c7df8eaf1,2019-12,Gwent Police,Gwent Police,-3.192238,51.662068,On or near Petrol Station,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
2deb07c5a0b3b97489d8877ce3f9dfcd83d5773780859ad4c97a7e8c6178cda4,2019-12,Gwent Police,Gwent Police,-3.156293,51.765264,On or near EAST PENTWYN ROAD,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
2a4623619779168405a2f6096c9114c9d9d32ae6f7b950666c0388706df26ded,2019-12,Gwent Police,Gwent Police,-3.290191,51.764742,On or near QUEEN'S CRESCENT,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
e9eb43ffdc0f5ffeb8624dc8ab59048d0b26e8e4bf6803205a64507d844ca5e7,2019-12,Gwent Police,Gwent Police,-2.989171,51.574911,On or near JAMES STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
3e1226b09cb33c3275c87888ea1f40bb0c3d946ddd5bb9ad969d32bc0d36bba9,2019-12,Gwent Police,Gwent Police,-3.220867,51.792718,On or near A4047,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
1bfcf5b271ce09bf84060e4b21122007c81481115ec3063c16e96b5e501ab2e8,2019-12,Gwent Police,Gwent Police,-3.027870,51.698752,On or near USK ROAD,W01001525,Torfaen 003A,Investigation complete; no suspect identified
c5cd64201fb55c27d2213a28700f35629d8a2e4e5228a3b5d5664513ea31776a,2019-12,Gwent Police,Gwent Police,-3.083398,51.769924,On or near RIVERSIDE DRIVE,W01001487,Torfaen 001A,Investigation complete; no suspect identified
69c703ce96b888489f668411f8f70028456c11a1f8a9b64ac026e5b318ed80c8,2019-12,Gwent Police,Gwent Police,-2.999660,51.587347,On or near CAXTON PLACE,W01001685,Newport 014B,Investigation complete; no suspect identified
f19f7579749dde4922b1b0812e327194c3ab47acd0c1b5ff10b9c2d781a074ee,2019-12,Gwent Police,Gwent Police,-3.024930,51.558302,On or near Sports/Recreation Area,W01001689,Newport 019D,Investigation complete; no suspect identified
44163ed3bc42c21cc4ef4dfc423699bae30f3979458e461443f3dd81f6f8acf3,2019-12,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
42bec67db988531013cf14824feaa030d906b42109ca92636ac55f7010c03c6f,2019-12,Gwent Police,Gwent Police,-2.987886,51.575551,On or near Parking Area,W01001659,Newport 018A,Investigation complete; no suspect identified
54b1452047f038bc2e944b92329a26fdc67b9e5381f7dff78c6508a697550947,2019-12,Gwent Police,Gwent Police,-3.080221,51.774620,On or near UPPER HILL STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
64695657f8476e650a9bfc3001932e4f7616eaaeadc51a8651851c06d5a182e9,2019-12,Gwent Police,Gwent Police,-3.229031,51.646996,On or near HILL VIEW,W01001365,Caerphilly 012C,Investigation complete; no suspect identified
ab2139d7d78458a5ec1cfbd0059ce598d551ad0fbe4335553119b438c71a9e79,2019-12,Gwent Police,Gwent Police,-3.064051,51.724928,On or near Parking Area,W01001486,Torfaen 002E,Investigation complete; no suspect identified
4a47414faed95e75a41dd1981e6d4f4082c0c3f588447d3f0443760ec11d68e3,2019-12,Gwent Police,Gwent Police,-2.975558,51.594878,On or near RADNOR ROAD,W01001679,Newport 007D,Investigation complete; no suspect identified
34680282093ef85b4e5afcd635771bf2037895436ae615e09268cdabc7dc6283,2019-12,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
6c23831032dcb0ad229255496339a88381e7dca28ba298bfae4de121cd8bc99b,2019-12,Gwent Police,Gwent Police,-2.946321,51.585721,On or near LADYHILL COURT,W01001609,Newport 015B,Investigation complete; no suspect identified
4faf832a5c3f7c2e91751fa95261811680c8e2aeac5d729379267182126741a8,2019-12,Gwent Police,Gwent Police,-2.676358,51.632509,On or near FAIRFIELD ROAD,W01001559,Monmouthshire 008A,Investigation complete; no suspect identified
b47a46bb4baf4d1fd4f271bf88d7645c9849d91ab6cb8f9601dc19f965794808,2019-12,Gwent Police,Gwent Police,-3.279623,51.753843,On or near MORIAH STREET,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
e389d6736f44b6689c17c5fa2ad04f3701c991a27b74a3e744581c1047ccf850,2019-12,Gwent Police,Gwent Police,-3.284618,51.653613,On or near DONALD STREET,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
3e95c5ebea0bbc792e61fd53da67ec9f05647d252c6ce75d76f56aef3a6ae352,2019-12,Gwent Police,Gwent Police,-3.040959,51.584938,On or near ST ANNE'S CLOSE,W01001674,Newport 009E,Investigation complete; no suspect identified
39060d0b47320c6aed83a094ec31557bde2e0e627ba943a98137cca43a2436ba,2019-12,Gwent Police,Gwent Police,-3.195756,51.666105,On or near Supermarket,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
0f5db356c2cfa7bc782bbd5ac05e14e47ef24c347e6f20ae5282504f27190987,2019-12,Gwent Police,Gwent Police,-3.023079,51.822389,On or near TRINITY STREET,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
2ee1fd08e5dc06d4e44edaf576fd8020d7a84b434da4eeaaa94d4bd4d6a2cd8b,2019-12,Gwent Police,Gwent Police,-3.012819,51.581911,On or near BASSALEG ROAD,W01001605,Newport 014A,Investigation complete; no suspect identified
e3d35d8af9569cdc0934034940b0b09fe1c85ed3d34dfc6b82472faa2bb87f6b,2019-12,Gwent Police,Gwent Police,-3.129574,51.691038,On or near CRUMLIN ROAD,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
615674f4cd713b2eadd4bcf86259eff699c08353c40785ef7918d88fb0969225,2019-12,Gwent Police,Gwent Police,-3.219361,51.658804,On or near SCHOOL STREET,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
9d9f02ec6aee4b97a2a61ab407bd1255f4c43d04b20db0f29e7eb076cef4cdef,2019-12,Gwent Police,Gwent Police,-3.034920,51.641189,On or near COEDEVA MILL,W01001532,Torfaen 010E,Investigation complete; no suspect identified
993de5dabf42f2df7ebb6811d8e0ccebb92661c6a3a33753f6a0bb3cb25d5d94,2019-12,Gwent Police,Gwent Police,-2.984362,51.576740,On or near LINTON STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
395c13582afc1e5c6b8f88d0e25bbe4311df97848ee67475ef560fca6e7de3dc,2019-12,Gwent Police,Gwent Police,-3.213547,51.588378,On or near CASTELL MORGRAIG,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
59b0d8c6e7bf8f1104f62641463891c59a9fe8035ffe0a16d5fcf69b9567a94d,2019-12,Gwent Police,Gwent Police,-3.065295,51.639227,On or near GREENWOOD DRIVE,W01001533,Torfaen 012B,Investigation complete; no suspect identified
3da562743c262157b751104291b0571c6147040fb0f57a424a6d0f319c08ace6,2019-12,Gwent Police,Gwent Police,-3.017613,51.823839,On or near PRIORY LANE,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
67d849067a01b2c67666e47c80df0d52b688de9001c0734603e5a63e97245b65,2019-12,Gwent Police,Gwent Police,-2.982564,51.588418,On or near METHUEN ROAD,W01001692,Newport 011E,Investigation complete; no suspect identified
ce53a5cecedec73decd74fb1ea4ecf80e32d7624492f360c0e790a7e380a6ac9,2019-12,Gwent Police,Gwent Police,-3.001896,51.584640,On or near ST EDWARD STREET,W01001685,Newport 014B,Investigation complete; no suspect identified
35ce42741de245630d7ab6e8885d5697b9dbc099afa41fd22e938601a2353c03,2019-12,Gwent Police,Gwent Police,-3.087172,51.531585,On or near Sports/Recreation Area,W01001882,Cardiff 011C,Investigation complete; no suspect identified
3924e260d1536fb25a4cf8be773016783fd3d2d3aee9fd76648b4648a67ead9e,2019-12,Gwent Police,Gwent Police,-3.020562,51.654964,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
8c9da7febe61d63a3954d42f430d7eb48cef54c7254ce21983013436843ef815,2019-12,Gwent Police,Gwent Police,-3.017070,51.828079,On or near BLORENGE ROAD,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
485f8e57e86c504a873c3a953c6a3a6c3f98c83f413307ef7a3a4335eb82bacd,2019-12,Gwent Police,Gwent Police,-3.057450,51.586517,On or near Parking Area,W01001672,Newport 009C,Investigation complete; no suspect identified
343c347ba106b5e854bc8622b791ddee52bc92eea776b7366a94dea29c4a0d93,2019-12,Gwent Police,Gwent Police,-2.966294,51.600530,On or near BEAUFORT ROAD,W01001615,Newport 005B,Investigation complete; no suspect identified
156aecd465a4cf3488e6bfd1b991c3e264734ac0569844ca4232f1e388e287a7,2019-12,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
f0f597878f7ce0007f14fb49ef1d8f175166eb580b0d31c41754c0293496b015,2019-12,Gwent Police,Gwent Police,-2.975039,51.583454,On or near BILSTON STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
