Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7891cd39feac16a056e5aeaf582b6411bdad1368894cde4d48334b8099400921,2017-03,Essex Police,Essex Police,0.293549,51.489465,On or near GILBERT ROAD,E01015982,Thurrock 019A,Investigation complete; no suspect identified
1ac12fb5d30087206ed1ae1643d70d65e3f51d1176bff4ba3dcac7952eb55dec,2017-03,Essex Police,Essex Police,0.909157,51.917805,On or near WEETMANS DRIVE,E01033720,Colchester 002F,Investigation complete; no suspect identified
7971478202b3c98cdf7f009f5bb0eaf08bee2059f42f9443a1f73161915a9b00,2017-03,Essex Police,Essex Police,0.899327,51.860714,On or near THOMAS BENOLD WALK,E01021639,Colchester 018C,Investigation complete; no suspect identified
dd129c050c0cfa3081b76568356a0d011f45da44c9c2c236317c546195cfe712,2017-03,Essex Police,Essex Police,0.295154,51.602494,On or near FLEMINGS,E01021473,Brentwood 008D,Investigation complete; no suspect identified
d71c47932c0e4b02822606d85915f7d43f0788fb589a628f9c9c733984ae1b05,2017-03,Essex Police,Essex Police,0.439161,51.575505,On or near WOOLMERGREEN,E01021292,Basildon 017B,Investigation complete; no suspect identified
2e905686f6bfe5bfb24580777208406534a9bdcee576eb6eca1038d68ede886a,2017-03,Essex Police,Essex Police,0.447450,52.046507,On or near NORTH CRESCENT,E01021375,Braintree 001A,Investigation complete; no suspect identified
92c4aa334fc36d01c50a253e8e3f3738759cb19b5ef789e2a0ee80c8d3597c0d,2017-03,Essex Police,Essex Police,0.059931,51.609943,On or near CHIGWELL ROAD,E01021752,Epping Forest 016D,Investigation complete; no suspect identified
947db818d2b914089ae573b61da8267330f38a713f801bf1d1ccd2e131ed7280,2017-03,Essex Police,Essex Police,0.007171,51.682285,On or near CALDBECK,E01021808,Epping Forest 008B,Investigation complete; no suspect identified
42534d5fc4869362731e20624a798e926780f678ea9cec5a78673efc014b53db,2017-03,Essex Police,Essex Police,1.260534,51.935391,On or near ROSEBANK,E01022007,Tendring 002D,Investigation complete; no suspect identified
5458e7ad4302f32a4598f28110c84c67353130403906595b9bf82c795971a88b,2017-03,Essex Police,Essex Police,0.086195,51.776857,On or near THE HORNBEAMS,E01021839,Harlow 004A,Investigation complete; no suspect identified
5358cf160b282558b18a0bd50456a3940c3e87b5c8f9c4b99d2ce4e0c4ee3f90,2017-03,Essex Police,Essex Police,0.409846,51.566740,On or near BOWFELL DRIVE,E01021280,Basildon 021A,Investigation complete; no suspect identified
70eb858600f1dbf546330197777f41b54355ac489bd6902f21f0946dc2d15547,2017-03,Essex Police,Essex Police,0.569000,51.526328,On or near DINANT AVENUE,E01021507,Castle Point 010E,Investigation complete; no suspect identified
ae115672b59e4098f79c1cfa72f071e98e15e8e84c8b93a8be34f16ad41cee1f,2017-03,Essex Police,Essex Police,0.448188,51.524586,On or near Supermarket,E01015983,Thurrock 002B,Investigation complete; no suspect identified
32c72a47d802839d4a3fd0fe4a767e234b2cccba10b43ed2f930a1f2691c5d25,2017-03,Essex Police,Essex Police,0.424722,51.517349,On or near ELLIE CLOSE,E01015989,Thurrock 005A,Investigation complete; no suspect identified
4409211fcc1d1b5a567feece43b2759dd722db0ce91356ab7d5707ed070f1853,2017-03,Essex Police,Essex Police,0.292097,51.509620,On or near FOXGLOVE ROAD,E01015932,Thurrock 006A,Investigation complete; no suspect identified
e367a2a9777ab73d2a37ef0b762d9f9b630d7278b1abaf99a5ce70ccaa44598a,2017-03,Essex Police,Essex Police,0.693292,51.547003,On or near HAINAULT AVENUE,E01015906,Southend-on-Sea 007F,Investigation complete; no suspect identified
9c2b325c0d034f736f0954f85d536a3336527edfec592c90cf6528c8b4cfc592,2017-03,Essex Police,Essex Police,0.607016,51.585538,On or near Parking Area,E01021962,Rochford 008C,Investigation complete; no suspect identified
ab09ff2784f8b1f3920079d6b62581ed0f2c4876f29856bf9c0f4576c8b7d476,2017-03,Essex Police,Essex Police,0.303257,51.621059,On or near Shopping Area,E01021433,Brentwood 007A,Investigation complete; no suspect identified
d8dccf94cc9756ccd6a4d22a6a7b46131b447e68724f201cae6421a226139d86,2017-03,Essex Police,Essex Police,0.563672,51.545438,On or near Parking Area,E01021480,Castle Point 007A,Investigation complete; no suspect identified
c242aeaba05c14aa1c1f1736bbe2ba3da46d159bf30ff9833b5885d83d630987,2017-03,Essex Police,Essex Police,0.385624,51.670683,On or near STAR LANE,E01021458,Brentwood 002B,Investigation complete; no suspect identified
fddd0e573c422ebdb53d179a4a4b737962b5e2ce541000dfd5dd8990d172b2c0,2017-03,Essex Police,Essex Police,0.250552,51.502988,On or near ST PAUL'S CLOSE,E01015925,Thurrock 008D,Investigation complete; no suspect identified
b089342c0c6cd783ef1e8be5a580665dcb4c4feb9a8c230d072a2cf2823a4a9c,2017-03,Essex Police,Essex Police,0.298763,51.611605,On or near WARLEY HILL,E01021475,Brentwood 007E,Investigation complete; no suspect identified
73748c5c71972708cf8a520893b6bda6170d298c4043689b9a5c72931a48f85f,2017-03,Essex Police,Essex Police,0.385624,51.670683,On or near STAR LANE,E01021458,Brentwood 002B,Investigation complete; no suspect identified
c09923f367c1be6dd179c280c31072d91e93a1fa51c9f3ff00811176f3b80812,2017-03,Essex Police,Essex Police,0.544341,51.887295,On or near PEGASUS WAY,E01021359,Braintree 008D,Investigation complete; no suspect identified
cd8d65762908241db53bbd5022c12bcc678b9ae5798fd6e1c754dc5b934f77d3,2017-03,Essex Police,Essex Police,0.454070,51.727223,On or near WATERHOUSE STREET,E01033138,Chelmsford 009F,Investigation complete; no suspect identified
3326a26ce8811cb81cc1348d2dc2270614a1153c5278ea9b6a010dc113216679,2017-03,Essex Police,Essex Police,0.030953,51.689393,On or near Supermarket,E01021815,Epping Forest 007D,Investigation complete; no suspect identified
f413ef37f86055ad7d14745daebdd29b6b727a9d8eca8900e3a6a3e3585e4e31,2017-03,Essex Police,Essex Police,0.414037,51.512911,On or near LONDON ROAD,E01015979,Thurrock 004C,Investigation complete; no suspect identified
4325f96d3f1578dd5344c79a6d074fc3ca7286d2cb8b834c379efc471cce3854,2017-03,Essex Police,Essex Police,0.027158,51.682499,On or near HARRIER WAY,E01021810,Epping Forest 008D,Investigation complete; no suspect identified
8d45b65a62c21b0f51386fad605da0c81e5c77260807116c62aa060bb5563623,2017-03,Essex Police,Essex Police,0.250552,51.502988,On or near ST PAUL'S CLOSE,E01015925,Thurrock 008D,Investigation complete; no suspect identified
41a78d22ae272433aa557bc902782564d3a74af9b00a30436fa831bf04bc526e,2017-03,Essex Police,Essex Police,0.630094,51.801007,On or near Supermarket,E01021428,Braintree 015F,Investigation complete; no suspect identified
3d774328c63d381b0da04967b672c197b6e398ed469ec112054d73d1348f8275,2017-03,Essex Police,Essex Police,0.337689,51.485554,On or near ROGERS ROAD,E01015968,Thurrock 014C,Investigation complete; no suspect identified
76d83eaaadadba560096fa853c4a2b856b777d8a38454aab3d396e44cb891757,2017-03,Essex Police,Essex Police,0.474561,51.566922,On or near CHURCH ROAD,E01021295,Basildon 020B,Investigation complete; no suspect identified
9ac319da93082f1025f071f24187ecf84fbec560318b6154c8f7656452993152,2017-03,Essex Police,Essex Police,1.151428,51.819229,On or near Supermarket,E01022039,Tendring 010B,Investigation complete; no suspect identified
c9572a9bad692f2aa4d1e75f222a4e747dbd0162b8eb8b68f21bb87e231c2384,2017-03,Essex Police,Essex Police,0.641750,51.566369,On or near PROGRESS ROAD,E01015816,Southend-on-Sea 003C,Investigation complete; no suspect identified
7644e14d514d5b4205d28c557c547aba321bcab38e315c01219333156d76129e,2017-03,Essex Police,Essex Police,0.621977,51.630226,On or near Sports/Recreation Area,E01021942,Rochford 001A,Investigation complete; no suspect identified
072e5787b1f19f10eb8dd3c6bc969d0b6f6f849bd2200a57b4b71b6d39809bdc,2017-03,Essex Police,Essex Police,0.893600,51.887800,On or near Pedestrian Subway,E01021649,Colchester 007D,Investigation complete; no suspect identified
b3c992696d45c4d6020013574dc68a4a3bec039dcde152b74c5352fcc6a8a627,2017-03,Essex Police,Essex Police,0.472987,51.734470,On or near NEW STREET,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
371dc900342ff8b9f1df40476f737f496840b6e0dff19a65b388424ca8b62da8,2017-03,Essex Police,Essex Police,0.477535,51.737369,On or near ECKERSLEY ROAD,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
0311c4b77d87601ab83e5860735911a01cb4289a03ede3d9b68ac6abfe514247,2017-03,Essex Police,Essex Police,0.211129,51.893338,On or near OLD BURYLODGE LANE,E01022086,Uttlesford 006A,Investigation complete; no suspect identified
2dc3687d63c804b9b644a1cc25169dad890eb76f16cfd7955b6d8ee7d6bcbcbc,2017-03,Essex Police,Essex Police,0.643033,51.577528,On or near EASTWOOD RISE,E01021946,Rochford 009A,Investigation complete; no suspect identified
f1adade496fc4b73c57413435c8e45904d522659886fbc8f5ebddc17ddab3ea2,2017-03,Essex Police,Essex Police,0.092759,51.771138,On or near Nightclub,E01021872,Harlow 007E,Investigation complete; no suspect identified
10eb057554c0229b5578aea2a188f9a8fdafbcaa8c9fca8a8462f937bd7ed196,2017-03,Essex Police,Essex Police,0.548082,51.878913,On or near Supermarket,E01021365,Braintree 009D,Investigation complete; no suspect identified
181b5ed7f6492e15859fff5be48487d32f2d82393bd0975179039a2f15d6e9b2,2017-03,Essex Police,Essex Police,0.751580,51.530486,On or near BURGES TERRACE,E01015889,Southend-on-Sea 016A,Investigation complete; no suspect identified
8a10cbef9a56f0a7f7ded1d754fd1ccd38c098da44bdca2d7a25cd81f2b45410,2017-03,Essex Police,Essex Police,0.414230,51.805936,On or near WOOLMERS MEAD,E01021550,Chelmsford 003A,Investigation complete; no suspect identified
53002b8ee74d19e486d019bc477a683144ed981357d991ca077928ec14c9bc24,2017-03,Essex Police,Essex Police,0.343188,51.634216,On or near WALTHAM CLOSE,E01021453,Brentwood 005B,Investigation complete; no suspect identified
b0599c4023efcc3572e1e9fb67896cf40b5df8cddfef2c5eac637038bd54eace,2017-03,Essex Police,Essex Police,0.534544,51.868918,On or near A120,E01021383,Braintree 010C,Investigation complete; no suspect identified
df1eeb75b83fd83518757c8359351e992ad940782e7bbbbb413de56cf0ea963e,2017-03,Essex Police,Essex Police,0.541047,51.660092,On or near OLD BARN LANE,E01021535,Chelmsford 016B,Investigation complete; no suspect identified
d6424443e13e066f9d058aeb6539776b3bfe333606e909c578a7c179f28e4c07,2017-03,Essex Police,Essex Police,1.102765,51.773377,On or near ALVIS AVENUE,E01021988,Tendring 018A,Investigation complete; no suspect identified
a4ad2dd631e6fd4b089a5e8b3e7db985fdefd4836a8aa67be5a79bff7005b412,2017-03,Essex Police,Essex Police,0.643555,51.564143,On or near BERKSHIRE CLOSE,E01015817,Southend-on-Sea 003D,Investigation complete; no suspect identified
0ed615e4b11846bfcbe3cd9bebf843965d6dca8edf7eb9a6541d0b30849c44e4,2017-03,Essex Police,Essex Police,0.594395,51.522108,On or near Parking Area,E01021498,Castle Point 011B,Investigation complete; no suspect identified
f3e084869d6af1c3a3ca1e14637936c5b7a0a66e9c59e89e7c8e51cae8ae54d1,2017-03,Essex Police,Essex Police,0.896245,51.888706,On or near HEAD STREET,E01021649,Colchester 007D,Investigation complete; no suspect identified
9796b65feb0adf7edadb8a356dbd8d310ac91f86b5badca06ecdab95b0c822c9,2017-03,Essex Police,Essex Police,0.777231,51.542527,On or near SHILLINGSTONE,E01015915,Southend-on-Sea 017B,Investigation complete; no suspect identified
0c9d5b85ba0c392e24ce408463bfaf270e0548c337c380b0eea0f019d5dc1f2e,2017-03,Essex Police,Essex Police,0.425673,51.503767,On or near MUCKING WHARF ROAD,E01015992,Thurrock 005C,Investigation complete; no suspect identified
b4645a3d41dccb4f7a09efd546995cbeadbcfe4e5f9082cfe572a11efa52cd3e,2017-03,Essex Police,Essex Police,0.444776,51.563940,On or near Supermarket,E01021294,Basildon 020A,Investigation complete; no suspect identified
18f7338360991ed8b806e29cd315703ab9c3f8758596dbdd388f28b1b536bd56,2017-03,Essex Police,Essex Police,0.089799,51.613093,On or near WARREN COURT,E01021765,Epping Forest 017B,Investigation complete; no suspect identified
45a0956a0777a4f49669c261ca0cd4844595bc5254952cd2ee5d03be0cf30856,2017-03,Essex Police,Essex Police,0.072940,51.620325,On or near BROOK WAY,E01021751,Epping Forest 016C,Investigation complete; no suspect identified
9a2ba0a2b371f083388866dd9ca904289a6a604bf9b03a9df0af75d855cd702e,2017-03,Essex Police,Essex Police,0.706187,51.583436,On or near ROCHE CLOSE,E01021955,Rochford 004D,Investigation complete; no suspect identified
98e35a97afad9bf7b98e31163c635245c14cc4baada46dc823d985f867e609a6,2017-03,Essex Police,Essex Police,0.106748,51.646279,On or near ABRIDGE ROAD,E01021770,Epping Forest 010A,Investigation complete; no suspect identified
0d708a4e942aa3242a06d0c4fe892dc4b4e97aa57f423ebb4e7d0dff2d44333d,2017-03,Essex Police,Essex Police,1.138283,51.866018,On or near WHITEHALL LANE,E01021973,Tendring 007A,Investigation complete; no suspect identified
78c7d3f98bdfe557901ca71d60557b78b04153803f7b262479fdec2d42d59e23,2017-03,Essex Police,Essex Police,0.709427,51.537916,On or near GORDON PLACE,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
d08877cde8e399cfde0cdd119fdf6eed2ba9eddbfc60f9241c13671977fa93e8,2017-03,Essex Police,Essex Police,1.139374,51.791769,On or near WINDSOR ROAD,E01022032,Tendring 015E,Investigation complete; no suspect identified
6ea2075a50c23c5337d6fef35d0eca1daf9a7c9af9d938ffa71c555689df945a,2017-03,Essex Police,Essex Police,0.605034,51.773183,On or near OLD SCHOOL COURT,E01021395,Braintree 018C,Investigation complete; no suspect identified
7087e2d6a1214434a6324c010dfe6cd05015f3f870f3c656e89f8d6ab258645a,2017-03,Essex Police,Essex Police,0.427290,51.573206,On or near PILGRIM WAY,E01021290,Basildon 016D,Investigation complete; no suspect identified
677268529ee8b9ae6498bf8338964d8dbede9f0925b02da281c7ced3437f867f,2017-03,Essex Police,Essex Police,0.414588,51.636861,On or near FITZROY CLOSE,E01021247,Basildon 003E,Investigation complete; no suspect identified
f6e1b817a011bba8bd22c2796e3840e46c670e67b4cfe188b2795dd95d247700,2017-03,Essex Police,Essex Police,0.783196,51.534390,On or near BRIDGE CLOSE,E01015915,Southend-on-Sea 017B,Investigation complete; no suspect identified
89a36d44aa85dfbe941be5ccbd9d7e50f2e158f0cd0e534d5b47b8876c8571e8,2017-03,Essex Police,Essex Police,0.418237,51.579383,On or near KING EDWARD MEAD,E01021278,Basildon 014E,Investigation complete; no suspect identified
c99559e28f9e019e35d6fe270a32bb93b6dc36cb89cc647db0e6fe7554c6da8b,2017-03,Essex Police,Essex Police,1.063499,51.945536,On or near Supermarket,E01022020,Tendring 003F,Investigation complete; no suspect identified
2ffc06153e890387f9b195e7d8d13b5911bf96dc3339a4c9ca0d8af51013ceba,2017-03,Essex Police,Essex Police,1.062761,51.944107,On or near BROOK STREET,E01022020,Tendring 003F,Investigation complete; no suspect identified
61d51c9f6dc78398df8e2ff053aed76d80c66139d9cd23c93ab26cda61b30e40,2017-03,Essex Police,Essex Police,0.446490,51.532977,On or near BUCKLEY CLOSE,E01015997,Thurrock 001D,Investigation complete; no suspect identified
d8fb77f3db947dd67631c30d0ef265940577c9966aea0ea2f5d281c70a6d9ec4,2017-03,Essex Police,Essex Police,0.258953,51.500074,On or near BROOME PLACE,E01015926,Thurrock 008E,Investigation complete; no suspect identified
f2e81e0a8d09e2135d78d3d9442823e3c99af83416993baee890972d7ff6e658,2017-03,Essex Police,Essex Police,0.583458,51.562928,On or near Further/Higher Educational Building,E01021512,Castle Point 004D,Investigation complete; no suspect identified
ca683abf9e9885c6e264c84d3386366ae9caff492a0c6fa00246a1845f208123,2017-03,Essex Police,Essex Police,0.565542,51.522266,On or near FIRST AVENUE,E01021486,Castle Point 010B,Investigation complete; no suspect identified
f6890940c45055d40d21ea32e36bfd44e9bfb8424a46588301a1d76bcc7851b2,2017-03,Essex Police,Essex Police,1.158318,51.802162,On or near BULL HILL ROAD,E01022043,Tendring 014B,Investigation complete; no suspect identified
bd8d82d12001018984ef1847747f097c1ff255bb93757f6b25640197f032d45a,2017-03,Essex Police,Essex Police,0.738806,51.530516,On or near BRYANT AVENUE,E01015891,Southend-on-Sea 016C,Investigation complete; no suspect identified
b8ace6f8e507a0185859a3dfe17b74ce1be29dd2056d5030b20efcb7cde2236e,2017-03,Essex Police,Essex Police,0.683758,51.729574,On or near TAIT MEWS,E01021890,Maldon 004B,Investigation complete; no suspect identified
ebfac04aca11abf89f6400952887d5a4d76bbe4fa927b002d5ab3714b275a9f4,2017-03,Essex Police,Essex Police,1.106754,51.773623,On or near SUNBEAM AVENUE,E01021988,Tendring 018A,Investigation complete; no suspect identified
85f7f7ba2cd01f1304ddf78b3a78343192ce82daa968dc8400f0d951e06bd1a6,2017-03,Essex Police,Essex Police,0.288589,51.485920,On or near FLEMMING ROAD,E01033613,Thurrock 019D,Investigation complete; no suspect identified
057d2c6444cb9dfae345964fe724d321d4e576ab573e133875a52b2fe39a4904,2017-03,Essex Police,Essex Police,0.719805,51.539277,On or near LANCASTER GARDENS,E01015844,Southend-on-Sea 014F,Investigation complete; no suspect identified
00f1a669c3db5eb6b80d0f120c9e9e9ffcfca6f743dae47e2472e48e4e59b51f,2017-03,Essex Police,Essex Police,0.731648,51.539083,On or near RIVIERA DRIVE,E01015839,Southend-on-Sea 014A,Investigation complete; no suspect identified
43b8cf31bf32febbcf3d1c149073257ab77551f8b5dedeb27237767abc393f4a,2017-03,Essex Police,Essex Police,0.904519,51.867133,On or near SCHOOL ROAD,E01021638,Colchester 018B,Investigation complete; no suspect identified
4eda359550b8c934fb74094b192040109c95a952475309d4ac33d8bd55d721dc,2017-03,Essex Police,Essex Police,0.582927,51.933919,On or near Park/Open Space,E01021381,Braintree 007F,Investigation complete; no suspect identified
a9a33c9cb3bccc3f021c16d42cacfca2c0d6b5b90cc028887dca2d8cb2341a93,2017-03,Essex Police,Essex Police,0.122239,51.762445,On or near NICHOLLS FIELD,E01021821,Harlow 008A,Investigation complete; no suspect identified
cd427e6e4e6a02dc698c2eba691248f47e8cb08e5fb0dcd7e3a1868e0d7a82f9,2017-03,Essex Police,Essex Police,0.712789,51.535770,On or near CLARENCE STREET,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
3053904cbaf922542b7b37e209f6264aa23e59b1c5df70335a1855ce3b13f8f2,2017-03,Essex Police,Essex Police,0.775746,51.534971,On or near LONGSANDS,E01015917,Southend-on-Sea 017D,Investigation complete; no suspect identified
40f019ab584cdb543c3ee8c88df12ec5d133af00e40100ea9eba0b9cd337846d,2017-03,Essex Police,Essex Police,0.479367,51.732735,On or near PROVIDENT SQUARE,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
6788852a25ca7c4375983df6b8c90685340efbace339ea50d765f636f710b0ec,2017-03,Essex Police,Essex Police,0.695174,51.541519,On or near Parking Area,E01015855,Southend-on-Sea 015E,Investigation complete; no suspect identified
8dabafcd41599134250ce0955d3ee26179229b20f876122302c1c9a89575ea3c,2017-03,Essex Police,Essex Police,0.474085,51.733089,On or near High Street Chelmsford,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
dc979a4742f91f538318bb89edb6b034833fa12e3b47058f3fc826c78e84108a,2017-03,Essex Police,Essex Police,0.432329,51.511049,On or near KING EDWARD'S ROAD,E01015992,Thurrock 005C,Investigation complete; no suspect identified
f4a522da36c0655c293ba178d61b663ad5e31ef85e0427caf33adf18b66a2493,2017-03,Essex Police,Essex Police,0.415576,51.512303,On or near OXFORD ROAD,E01015991,Thurrock 005B,Investigation complete; no suspect identified
45d779cca4555b2cf4743c7164ac15a3a2356f3f28a8edfd3eee2d182168649c,2017-03,Essex Police,Essex Police,0.453384,51.725250,On or near Bus/Coach Station,E01033138,Chelmsford 009F,Investigation complete; no suspect identified
3757ab16ab06b65dcde46568f537a6315437dc9b585b0ec15db9e9b5a96690e0,2017-03,Essex Police,Essex Police,0.798858,51.537003,On or near HOGARTH DRIVE,E01015876,Southend-on-Sea 013A,Investigation complete; no suspect identified
01300be0dbd2f9af767c71ce21dae042409e5cbce68b24f6d5529ea38743f32a,2017-03,Essex Police,Essex Police,0.363030,51.462221,On or near Parking Area,E01016010,Thurrock 018H,Investigation complete; no suspect identified
dbf9f9847a1ed94da78f5113835eadd2f1255f1f53e09c0f063a879868d013f0,2017-03,Essex Police,Essex Police,1.152226,51.789923,On or near ROSEMARY ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
166d864fe3eaab24d6734c7539b36a26aaa626fd479cf31cd1f9ac78d3e6f3dc,2017-03,Essex Police,Essex Police,0.098586,51.771475,On or near THE HIDES,E01021851,Harlow 003C,Investigation complete; no suspect identified
d4b4cf14c5cbcbe35bd2ddf6a04670be49de565cfe2aff55691cf9da7ae62a1f,2017-03,Essex Police,Essex Police,0.691623,51.598116,On or near HAREWOOD AVENUE,E01021928,Rochford 002C,Investigation complete; no suspect identified
fb01fe6e7c8ee59bfeea5a6666831e072c0370cdfe731adeeec6419ba2e062e4,2017-03,Essex Police,Essex Police,0.373479,51.484637,On or near ST PETERS ROAD,E01015933,Thurrock 012A,Investigation complete; no suspect identified
7847d363ee6652ef2d2245b557ab6a4c31a28030b2eb71ad1374282515245f35,2017-03,Essex Police,Essex Police,0.241187,51.482753,On or near BOTANY WAY,E01016013,Thurrock 015D,Investigation complete; no suspect identified
746e55f08a9f626a15b70adfd068803dd9b226fadcf509372579eb3cc662bfe5,2017-03,Essex Police,Essex Police,0.746325,51.531329,On or near WARWICK ROAD,E01015889,Southend-on-Sea 016A,Investigation complete; no suspect identified
67b46a77245b12d7b93c66f633edb02c2329d818d42b899a980285d894eb67bd,2017-03,Essex Police,Essex Police,0.444115,51.572875,On or near BOYTONS,E01021291,Basildon 016E,Investigation complete; no suspect identified
6cf92c4e0ba352a06da1149bb3a5992387dc1d462617329442726d3917e8c82a,2017-03,Essex Police,Essex Police,0.417478,51.640102,On or near GLOUCESTER PLACE,E01021252,Basildon 002E,Investigation complete; no suspect identified
467642ebd6952304b7a7112ac8208f50f8b3d0b12fd2c69b900b2310cb95f022,2017-03,Essex Police,Essex Police,0.453012,51.740582,On or near BUNDICK'S HILL,E01021599,Chelmsford 009C,Investigation complete; no suspect identified
61024d74edcb0dc92c3d781d3aa6c87fe0c1d1d5f9da0463c87d18956b7736fd,2017-03,Essex Police,Essex Police,0.472270,51.734594,On or near TINDAL STREET,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
03cecabd03cce026720318902c0fee209a36d1bed92732f4d0581b1d4fa088f1,2017-03,Essex Police,Essex Police,0.022997,51.684234,On or near HAYWOOD COURT,E01021810,Epping Forest 008D,Investigation complete; no suspect identified
c997efc3d7e2500fe042249b82996f8e4713c72ab69b1810c034b87ab59b8763,2017-03,Essex Police,Essex Police,0.895335,51.889691,On or near BALKERNE GARDENS,E01021646,Colchester 007A,Investigation complete; no suspect identified
ebf42e15b3f2272bd83588887e0b2aa4bf903bed3a183d3073e7a021b20c087b,2017-03,Essex Police,Essex Police,0.900344,51.861849,On or near JAMES PARNELL DRIVE,E01021639,Colchester 018C,Investigation complete; no suspect identified
edf52dad633df9c078710b98170ca4a2fa932d0ed780aa830e94c1b51ded5728,2017-03,Essex Police,Essex Police,0.485441,51.732058,On or near HILL CRESCENT,E01021629,Chelmsford 008F,Investigation complete; no suspect identified
de41822371aca8964a25f2583ab46a430ed8cb7cf68a96987993ee1b50f3da0f,2017-03,Essex Police,Essex Police,0.658424,51.606041,On or near ROSSLYN CLOSE,E01021938,Rochford 003F,Investigation complete; no suspect identified
b1cc8b7beb1e906540340d1e47278721621e91c476139c6aafc7a5d9d8a54409,2017-03,Essex Police,Essex Police,0.593524,51.571205,On or near KEYSLAND,E01021509,Castle Point 002A,Investigation complete; no suspect identified
0276c0ac62472a5a9312c339b4c7da8c0656f3d81e8868614b6a06a4f49911cc,2017-03,Essex Police,Essex Police,0.463490,51.569268,On or near Supermarket,E01021318,Basildon 015C,Investigation complete; no suspect identified
81e01fcecc35bcfef13421df957fb1660fde3e58e10e5bd58d1e9a2a0b5aff55,2017-03,Essex Police,Essex Police,0.407050,51.567346,On or near MAPLE TREE LANE,E01021280,Basildon 021A,Investigation complete; no suspect identified
88c00082c220c47f99095ecef91532ec5a3f1de3c6f47952a9523b8e55858372,2017-03,Essex Police,Essex Police,0.796892,51.536681,On or near VERMEER CRESCENT,E01015876,Southend-on-Sea 013A,Investigation complete; no suspect identified
6031c9eaeff7eef0b04b310d954c09187f6bd6e464614043e4c5da7481e59001,2017-03,Essex Police,Essex Police,0.332568,51.632009,On or near ALEXANDER LANE,E01021447,Brentwood 005A,Investigation complete; no suspect identified
7534f48926f5e37c19595b229e794f4a356d6940f2cc93c8be57c698faf5baed,2017-03,Essex Police,Essex Police,0.280536,51.482444,On or near Parking Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
f8f1e596e637c47cead63aea7fd097ff63eb33a0f2fd9cded40874ba1affefad,2017-03,Essex Police,Essex Police,0.713596,51.539394,On or near Nightclub,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
6709a5c9c73bd51f8ec3cf0eef802494f1c84c5f18725433fc0c93da7dffd52d,2017-03,Essex Police,Essex Police,0.114382,51.756822,On or near THE FAIRWAY,E01021823,Harlow 006D,Investigation complete; no suspect identified
8639d5dae64ed288f8f790d57df3f0b4a5fdc1fc6f20042924895066977c921c,2017-03,Essex Police,Essex Police,0.551039,51.524067,On or near Petrol Station,E01021503,Castle Point 010D,Investigation complete; no suspect identified
8b2d9fb8e900944c58259e040707417c78eb6c995e0de88343bd017672e472fe,2017-03,Essex Police,Essex Police,0.415415,51.863628,On or near MILDMAY CLOSE,E01033052,Uttlesford 008F,Investigation complete; no suspect identified
bddb74d0364176da0e999f05e2c4c15d105bfab976293e2e85a7e7facff3b09e,2017-03,Essex Police,Essex Police,0.483314,51.736843,On or near ABBOTTS PLACE,E01021627,Chelmsford 010E,Investigation complete; no suspect identified
6028bd7923b96d1e3171a5f5ff733fd24c589dc134e71590bb40a75b06259369,2017-03,Essex Police,Essex Police,1.261118,51.850154,On or near FIVE ACRES,E01022055,Tendring 006D,Investigation complete; no suspect identified
bf6a375c754fe5427b54601505d969e4ecb24c013b0c0cf75f64bf47f1fc67c0,2017-03,Essex Police,Essex Police,0.296350,51.523989,On or near PEARTREE CLOSE,E01015971,Thurrock 006B,Investigation complete; no suspect identified
619aebf6cc436f6c34e9d673538dd60f6acb3fd88bd3d74024d2f395377f0397,2017-03,Essex Police,Essex Police,0.900344,51.861849,On or near JAMES PARNELL DRIVE,E01021639,Colchester 018C,Investigation complete; no suspect identified
0c6ca3bbff627000cc6e02b040d063f8e1d6978145a3255baff85c739da5d348,2017-03,Essex Police,Essex Police,0.463766,51.744143,On or near CORPORATION ROAD,E01021592,Chelmsford 006D,Investigation complete; no suspect identified
90271357468ebda56e7eb0d99c947318a1764a433d58406667e410968a0481e6,2017-03,Essex Police,Essex Police,0.399684,51.567767,On or near Supermarket,E01021284,Basildon 021E,Investigation complete; no suspect identified
1c74398d13748510426345c57fa45c4d9927bc65a4d352cfd58c0be80dd28b81,2017-03,Essex Police,Essex Police,0.309324,51.812828,On or near Parking Area,E01022096,Uttlesford 009D,Investigation complete; no suspect identified
1cc2a70d31acada5901387888a18e37be7dd54198bfc4f0ea303e33a45726954,2017-03,Essex Police,Essex Police,0.428605,51.587856,On or near RIVER VIEW CLOSE,E01021263,Basildon 010C,Investigation complete; no suspect identified
